,Tweets,Tweets_duygu
1424,  milyar euro luk devlet desteğiyle ilgili bir açıklama yaparak avrupa komisyonu na paketi bloke etme çağrısı yaptı ;,negatif
1425,türk turizmine dünya laf eden almanların basınından in almanların plaj sezonunu açtığı ve kurallara uyulduğunun görselini paylaşması yerse  ;,negatif
1426,milas bodrum havalimanı nda pandemi nedeniyle verilen aranın ardından tarifeli dış hat uçuşları başladı bu sabah almanya hannover den gelen  uçağı su takıyla karşılandı;,pozitif
1427,yükseköğretim kurumları sınavı nedeniyle cumartesi günü saat ve pazar günü saatleri arasında uygulanacak sokağa çıkma yasağı müze ve ören yerlerini kapsamayacak ;,negatif
1428,erdoğan ile miçotakis arasında önemli görüşme  ;,pozitif
1429, bizde de salgın vardı ama biz hiç etkilenmedik hele turizm sektörü süper gidiyor vergiler tamgaz geliyor sgk haziran sonu toptan ödenecek nasıl ödenecekse bizim için ne yaptınız toptan batıyoruz ama filistin önemli tabii protesto ediyorum   ;,negatif
1430,covid test müjdesi ;,pozitif
1431,alanya turizminde ukrayna sevinci  ;,pozitif
1432,durduk bekliyoruz  ;,pozitif
1433,antalya belediye turizm bal kabakları konuşuyor lazım lazım lazım ne lazım amcaoğlu lazım olan sizin gibi boş insanların bu piyasadan çekilmesidir lakin oda moda ne varsa tutmuşsunuz başlarını ;,negatif
1434, temmuz tarihinden itibaren türkiye den gelecek yolcular biri kktc ye gelmeden önce saat içinde ve diğeri de kktc ye giriş noktalarında olacak şekilde çifte pcr testi uygulamasına tabi tutulacak  ;,pozitif
1435,görülen o ki pandemi turizmi hükümet ekonomiyi bitirdi geç olmadan etkin ve kalıcı önlemler almak zorundayız   ;,negatif
1436,türkiye de koronavirüs tedbirleri kapsamında hayata geçirilen sağlıklı turizm belgelendirme programı ile güvenli turizm sertifikasyonu alan tesis sayısı her geçen gün artıyor ;,pozitif
1437,osmaniye de çin lokantasına gidince uzak doğu değil osmaniye mutfağıyla karşılaşır şaşırırsınız şalgamın orijinalini sohbetin bu denli sıcağını bir arada bulmak istiyorsan sen de osmaniye ye git  ;,pozitif
1438,klm bugün yaptığı açıklamada hollanda hükümeti ve bankalarından milyar euro tutarında finansman sağladığını duyurdu   ;,pozitif
1439,bu tabloyu li başkanı imamoglu yerine kendi fikirdaşları alsaydı ecdat tarih destan diye ver mehteri giderdi artık kultur sergileyerek turizm için de katkı sağlayacakmış tüm istanbul un tarih kokması dileğiyle ;,pozitif
1440,türk hava yolları temmuz tarihinden itibaren iran ın başkenti tahran a tekrar uçmaya başlıyor  ;,pozitif
1441,günaydın turizm sezonu uzatılsın sosyal mesafe unutuldu toplu taşıma uyarısı kaleiçi kan ağlıyor ;,negatif
1442,bence fethiye kaş antalya gibi yerlerdeki hastaneler bence gecelik konaklama yapmalılar full hijyen eşliğinde tatil hem hastane yemekleri sağlıklıdır oda kahvaltı şahane bence;,negatif
1443,seda sayan turizm elçisi oluyormuş boşuna demiyorlar kılavuzu karga olanın burnu boktan çıkmazmış diye yaz;,negatif
1444,avrupabirliği sınırlarını turizm amaçlı ziyaretçilere açmaya hazırlanıyor  ;,negatif
1445,izmir de doğal güzelliklerinin yanısıra belirlenen dalış noktalarıyla da adından bahsettiren karaburun yeni tip koronavirüs sürecinin ardından turizmde başlayan normalleşme süreciyle yine yoğun ilgi görüyor ;,pozitif
1446,işte antalya da sezonu açan oteller ;,pozitif
1447, gürcistan uluslararası uçuşları başlatma tarihini erteledi ;,negatif
1448,van da turizm işletmelerini sinekler istila etti  ;,negatif
1449,turizm ve turizmci ile zerre ilgisi olan dikkatle okusun lütfencilik hotel gıda sektör ulaşım siyaset yönetim çok önemli tespit ve uyarılar ;,pozitif
1450, ülkemizin turizm geliri çeyrekte geçen yıla göre geriledi  ;,negatif
1451,müşterilerimiz için en iyisini yapmak ilk hedefimizdir  ;,pozitif
1452, türkiye nin japonya ya her konuda çok daha yakınlaşmasının tam zamanıdır  ;,pozitif
1453,ab nin turizm listesinin detayları belli oldu listede türkiye de var   ;,pozitif
1454,  bugünün en fazla yükselen sektörleri elektrik otomotiv ve turizm olmuş özellikle elektrikte fırsatlar olabilir ;,negatif
1455,marmaris te tatilciler sokağa çıkma kısıtlamasından muaf olacak;,pozitif
1456, ne iki sorum var saroz un en güzel köşelerinden erikli beldesinde çevre düzenlemesi yapma niyetiniz var mıdır ayrıca böcek sinek vb haşereler için de ilaçlama yapıldı mı turizm canlılığı kazandırmak için yerel yönetimlerin canlanması gerekiyor ne dersiniz ;,negatif
1457,akbak otel de konfor huzur mutluluk ve ilgaz dağlarının eşsiz kokusu var  ;,pozitif
1458,antalya belediye turizm yöneticilere değil liderlere ihtiyacı var çalışanların ve toplumun ;,negatif
1459,biraz gerçekçi olalım ;,negatif
1460,ab temmuz da hangi ülkelere sınırlarını açacak ;,pozitif
1461,merkezi ispanya nın palma şehrinde olan b b seyahat toptancısı hotelbeds bugün müşteri hizmetleri alanında kullanacağı bedsy isimli sohbet robotunu tanıttı 0;,pozitif
1462,0ersoy galataport tan başlayıp atatürk kültür merkezi ne kadar uzunan beyoğlu kültür yolu projesindeki son durumu anlattı;,negatif
1463,türkiye de otellerde sunulan bu hizmetler sizin de hoşunuza gider mi  ;,negatif
1464,başkan soyer rus kanalı tv ye konuştu turizm;,pozitif
1465,acenta temsilcileri marmaris i gezdi  ;,pozitif
1466,akp z kuşağının dilinden hiç anlayamadı z kuşağı akp nin sonu olacak gibi duruyor   ;,negatif
1467,güvenli turizm sertifikasyon programı açıklandı temel kriter belirlendi  ;,pozitif
1468,kovid dan kişinin öldüğü senegal de turizm ve hava ulaştırmacılığı bakanı sarr ab nin salgın nedeniyle kısıtlan uluslararası uçuşların açılması konusunda koyduğu yeni kriterler ile senegal in olmadığı uçuş listesinin normal olmadığını belirtti ;,negatif
1469,emirates tekrar uçmak için izin aldı ;,pozitif
1470, turizm çeşitliliği bakımından zengin bir potansiyele sahip olan van ın tanıtımı ve turizm altyapısının geliştirilmesi bakanlıkça desteklenmelidir;,negatif
1471,pakistan daki pilotların ının sahte uçuş lisansına sahip olduğunun ortaya çıkmasının ardından pakistan ın milli havayolu pia nın avrupa ya uçmasına ay boyunca yasak geldi  ;,pozitif
1472,avusturya batı balkanlar için seyahat uyarısı yayınladı  ;,negatif
1473,başiboşköpekterörü yüzünden vatandaş tatil beldelerinde sokağa çıkamıyor turist çerezini meyvasını marketten alıp balkonunda çayını kolasını yudumlar esnaf turizm de ne yerli turistten ne de yabancı turist ten para kazanamaz ;,negatif
1474,meksikalı havayolu firması aeromexico amerika birleşik devletleri nde ilgili mahkemeye iflas koruma başvurusu yaptı  ;,negatif
1475, kapadokya turizminde gelinen noktayı ve güvenli turizm sürecine dair beyanatımı nevşehir muhabiri e aktardım  ;,pozitif
1476,ününü duyanların bu doğa olayını görmek için akın ettiği tuz deresi ziyaretçilerine görsel şölen sunuyor  ;,pozitif
1477,yunan sivil havacılık otoritesi salı günü yayınladığı direktif ile türkiye ve ingiltere ile ilgili uçuş yasaklarını temmuz a kadar uzattı ;,pozitif
1478,carsamba hangi ülkeler seyahat ve turizm endüstrisinden dolar bazında en fazla kazancı elde ediyor listenin başında abd var sine trilyon doların üzerinde bir katkıda bulundu ve da gsyih nın sını elde etti ;,pozitif
1479, otelini eylül de açacak turizm ajansı   ;,pozitif
1480,almanya bize karşı oyun oynuyor vw turizm embargolar ab bizimle şavaşıyor bu ekonomi savaşı hey türkiye vw arabası kullanmayın ;,negatif
1481,vali cicek   turizm müdürlüğüne ziyarette bulunarak incelemelerde bulundu ;,negatif
1482, akçakoca belediye başkanı okan yanmaz batı karadeniz in incisi düzce nin denize açılan yüzü akçakoca da kentin tanıtımına yönelik oluşturulan turizm zabıtası ekiplerini devreye soktu ;,negatif
1483,manavgat ta otel satışa sunuldu ;,negatif
1484,turizm sektörü kürt mafyaların elinde yıllardır yerli turisti fahiş fiyatlarla sömürüp yabancı turistlerin götünü yalıyorlardı şimdi yerli turiste muhtaç oldular umarım kimse gitmez de batarsınız;,negatif
1485,italya da bir haftalık yemek gideri euro civarıydı tek seferlik euro ne bu şekilde turizm olmaz kusura bakmayın yurtdışında turist olduğum için ayrım görmüyorsam burada da ayrım yapmamalıyız   ;,negatif
1486,türkiye yine liste dışı;,negatif
1487,türkiye güvenli turizm için hangi adımları attı  ;,pozitif
1488,aksaray ihlara vadisi gezilecek en güzel yerler  ;,pozitif
1489,türkiye den hangi ülkere uçuşlar başladı;,pozitif
1490,azerbaycan kazakistan kırgızistan türkiye özbekistan macaristan gibi ülkelerden oluşan türkkonseyi turizm bakanları toplantısı türkiye nin ev sahipliğinde video konferans yöntemiyle gerçekleştirildi   ;,pozitif
1491,komşularla sıfır sorun dendi aldık mı meyvesini avrupaya kapılar kapalı ;,negatif
1492,turizm seyehat acentesinde başlar nefes ver yaşasın  ;,pozitif
1493,dışişleri bakanlığı sözcüsü hami aksoy dan ab seyahat listesine tepki listede türkiye ye yer verilmemiş olmasından hayal kırıklığı duyuyoruz avrupa avrupabirliği seyahat  coronavirus haber ;,negatif
1494,ukraynalılar için güvenli tatilin adresi yine türkiye oldu türkiye ile ukrayna arasında koronavirüs tedbirleri kapsamında ara verilen uçuşların başlamasıyla içinde turistin bulunduğu uçak antalya havalimanı na iniş yaptı ;,pozitif
1495,ato dan seyahat edilecek ülkeler listesine türkiye yi almayan ab ye tepki  ;,pozitif
1496, temmuz denizcilik ve kabotaj bayramı kutlu olsun  ;,pozitif
1497,evet siz aradığınızda muhtemelen bilgi vermeyecekler ama haberiniz olsun pandemi döneminde iptal etmiyolarmış ve bunu bileti size satıp iptal talebiniz olduğunda söyleceklerdir ne şikayet alıyorlar ne sorumluluk bedava verse almam bundan  ;,negatif
1498,büyük geri dönüşler insanımızın doğasında vardır turizm sektörümüz herşeye rağmen bunu bir kez daha kanıtlayacaktır ;,pozitif
1499,bodrum daki bir iki esnafın otelin yaptıgından dolayı hollanda basınında tüm ülke linç yiyor şuan ;,negatif
1500,avrupalı uçak üreticisi airbus covid krizi nedeniyle yazına kadar yaklaşık çalışanla yollarını ayıracak   ;,negatif
1501, iç turizmde sezonu bugün başlattı işte yurt içi tatili için ortalama fiyatlar ve tatilcilerin tercihleri ;,pozitif
1502,caddelerinde sürü halinde dolaşan köpeklerle birlikte antalya da turist olmak çok hoş korunma sanatını ücretsiz uygulamalı öğreniyorsunuz  ;,pozitif
1503,antalya sokak köpeklerinin istilasına uğramış turizm felç  ;,negatif
1504,yerli tatil sezonunu bugün resmen açıyor işte ortalama fiyatlar ;,pozitif
1505,işsizim turizim bakanım bir turizimci olarak işsizimm beni siz delirttiniz   ;,negatif
1506,sürmene  memiş ağa konağı ile ilgili yazımıza linkten ulaşabilirsiniz  ;,negatif
1507, bu arada antalya da bugünden itibaren otellerin açılmak üzere olduğunu söyleyebilirim ne varki küçük işletmeler hala kepenkleri kapalı bakalım ne olacak ;,pozitif
1508,turizm işletmelerinde yeşil pazarlama uygulamaları izmir örneği  ;,negatif
1509,kaymaklı marzuba mahallemizde gündönümü turizm ck güven mansion açılışını gerçekleştirdik nostaljik aracıyla ve tarihi evleriyle muhteşem bir doğa araklı   ;,pozitif
1510,turizmciler can çekişiyor kapadokya da balon turları bir kez daha ertelendi ;,negatif
1511,turizme global bakış programı bu hafta da dünya turizminin ana gündem maddelerini ekrana taşıdı ;,pozitif
1512,turizm avrupa birliği ülke vatandaşlarının ab ülkelerine girişine izin verdischengen bölgesinde ülkeye girişine izin verilen ülkeler  ;,pozitif
1513,antalya aşkına ne çok yakışır gayret bizden tevfik allah tan turizmde fütüristic üzerine biraz daha gayret ile çeşitlilik yönünde çalışacağız  ;,negatif
1514,türkiye nin iran üzerinden asya ya açılan önemli bir kapısı olan van konumu itibarı ile turizm pazarı açısından önemli bir yere sahiptir;,pozitif
1515,ekonomik sosyal ve kültürel değerler açısından bugün baktığımızda şehrimiz sahip olduğu tarihi geçmişi ve doğa güzellikleri ile doğru orantılı bir noktada değildir;,negatif
1516,turizm patlaması sevinç yarattı;,negatif
1517, bana kendimdeki asla tanışma şansım olmayacak kısımlarımı hatırlatıyorsun ;,pozitif
1518,yıllık milyar dolar döviz getiren milyondan fazla istihdam yaratan iş kolunu doğrudan etkileyen turizm sektörün lokomotifi seyahat acentalarına destek ol  ;,negatif
1519,artık bu da turizm ve seyahatacentaları için sifonun çekilişidir ;,pozitif
1520,avrupa konseyi bugün ab ye yapılacak zorunlu olmayan seyahatlerde kısıtlamaların kaldırılacağı üçüncü ülkelerin listesini yayınladı listeye türkiye alınmadı avrupa avurpabilrliğitourism yeninormal normalleşme ;,pozitif
1521,haydi buyur buradan yak turizm bitti  ;,negatif
1522,google havayollarına tüketicilerin hangi destinasyonları aradıklarıyla ilgili veriler sağlayarak hangi hatların yeniden başlatılacağına karar vermelerine yardımcı oluyor  ;,pozitif
1523,tum avrupa ülkelerine crona virus olmadan kapilari actilar karadağ turizm basladi;,pozitif
1524,turist döviz değil virüs getirmeye başladı ;,negatif
1525,yabancı uyruklu yatlar kargo gemisiyle geliyor  ;,pozitif
1526, türkiye deki dört otelini yeniden açıyor ;,pozitif
1527,qantas covid krizi nedeniyle en az çalışanla yollarını ayıracağını duyurdu ;,negatif
1528,ismail özbozdağ marmaris otelleri misafirlerini bekliyor  ;,negatif
1529,  uçuşları konusunda karara varamadık  ;,negatif
1530,milas bodrum havalimanı na inen ilk dış hat uçuşu almanya dan gelen  uçağı oldu ;,pozitif
1531,saklı güzellik gelin şelalesi ;,pozitif
1532,kapalıçarşı restore ediliyor ;,negatif
1533,rusya ulaştırma bakanı ditrih türkiye ile uçuşları başlatmayı değerlendiriyoruz ;,negatif
1534,covid tatil bütçesini kıstı ;,negatif
1535, yeni normal tatil anlayışını daha iyi anlamak adına şehirden ü aşkın katılımcıyla koronavirüs gölgesinde tatil alışkanları araştırması gerçekleştirdi işte tatilcilerin yeninormal seyahat anlayışı ;,negatif
1536,urfa kalesinde kazı çalışmaları sürüyor  ;,pozitif
1537,sevdamız nevşehir imize yerli ve yabancı konuklarımızı bekliyoruz ;,pozitif
1538,ingiltere türkiye arası turizm koridoru açılacak  ;,negatif
1539, rusya federasyonu dışişleri bakanı sergey lavrov dan alternatif açık hat açıklaması ;,negatif
1540, kilit global yaz sezonunda tez tour ile çalışmama kararı aldık ;,negatif
1541, yeni otel projesi yatırım teşviği kapsamına alındı ;,negatif
1542,hala yerli turiste laf söyleme peşinde youtube da şu videonun altına yazılan yorumları okuyamaya cesaret edip sonuçlarıyla yüzleşebilecek kaç turizmci var acaba  ;,negatif
1543,üye işletmelerimiz güvenli turizm sertifikası ile daha da güvenli bereketli topraklar sizleri çağırıyor  ;,pozitif
1544,taptaze havasıyla bedenen ve ruhen temizleneceğiniz stresten uzaklaşacağınız ihlas kuzuluk kaplıca evleri eşsiz konaklama anlayışla sizi bekliyor  ;,pozitif
1545,coronavirus iran dan türkiye ye sürekli virus gelirken tc nasıl iyileşecek turizm nasıl olacak ;,negatif
1546,trabzon da restorasyon nedeniyle ziyarete kapatılan sümela manastırı ayasofya camii ve kızlar manastırı kültür ve turizm bakanı ın katılımıyla temmuz ayının son haftasında ziyarete açılacağı yönünde haberler var hadi hayırlısı ;,negatif
1547,turizm sektörünün kaderi yeni vakalarda  ;,negatif
1548,avrupa birliği temmuz itibarı ile ülkenin daha seyahat yasağını kaldırıyor ;,negatif
